type,x,y,z,yaw,scale
Cortinarius,-1.3717,-0.2281,-0.2232,0.00,0.1289
Cortinarius,-1.4778,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-1.4431,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-1.4630,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-1.5030,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-1.4683,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-1.4882,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-1.4796,-0.2281,0.0734,0.00,0.1289
Cortinarius,-1.4448,-0.2281,0.0776,0.00,0.1289
Cortinarius,-1.4648,-0.2281,0.0415,0.00,0.1289
Cortinarius,-1.4796,-0.2281,0.0734,0.00,0.1289
Cortinarius,-1.4448,-0.2281,0.0776,0.00,0.1289
Cortinarius,-1.4648,-0.2281,0.0415,0.00,0.1289
Cortinarius,-1.4778,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-1.4431,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-1.4630,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-1.5030,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-1.4683,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-1.4882,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-1.4796,-0.2281,0.0734,0.00,0.1289
Cortinarius,-1.4448,-0.2281,0.0776,0.00,0.1289
Cortinarius,-1.4648,-0.2281,0.0415,0.00,0.1289
Cortinarius,-1.4796,-0.2281,0.0734,0.00,0.1289
Cortinarius,-1.4448,-0.2281,0.0776,0.00,0.1289
Cortinarius,-1.4648,-0.2281,0.0415,0.00,0.1289
Cortinarius,-1.4088,-0.2281,-0.2575,0.00,0.1289
Cortinarius,-1.3740,-0.2281,-0.2533,0.00,0.1289
Cortinarius,-1.3940,-0.2281,-0.2894,0.00,0.1289
Cortinarius,-1.4340,-0.2281,-0.1198,0.00,0.1289
Cortinarius,-1.3992,-0.2281,-0.1155,0.00,0.1289
Cortinarius,-1.4191,-0.2281,-0.1517,0.00,0.1289
Cortinarius,-1.4106,-0.2281,0.0067,0.00,0.1289
Cortinarius,-1.3758,-0.2281,0.0110,0.00,0.1289
Cortinarius,-1.3957,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-1.4106,-0.2281,0.0067,0.00,0.1289
Cortinarius,-1.3758,-0.2281,0.0110,0.00,0.1289
Cortinarius,-1.3957,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-1.2993,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-1.2646,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-1.2845,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-1.3245,-0.2281,0.0613,0.00,0.1289
Cortinarius,-1.2898,-0.2281,0.0656,0.00,0.1289
Cortinarius,-1.3097,-0.2281,0.0294,0.00,0.1289
Cortinarius,-1.3011,-0.2281,0.1878,0.00,0.1289
Cortinarius,-1.2663,-0.2281,0.1921,0.00,0.1289
Cortinarius,-1.2863,-0.2281,0.1559,0.00,0.1289
Cortinarius,-1.3011,-0.2281,0.1878,0.00,0.1289
Cortinarius,-1.2663,-0.2281,0.1921,0.00,0.1289
Cortinarius,-1.2863,-0.2281,0.1559,0.00,0.1289
Cortinarius,-1.5881,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-1.5534,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-1.5733,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-1.6133,-0.2281,0.0613,0.00,0.1289
Cortinarius,-1.5786,-0.2281,0.0656,0.00,0.1289
Cortinarius,-1.5985,-0.2281,0.0294,0.00,0.1289
Cortinarius,-1.5899,-0.2281,0.1878,0.00,0.1289
Cortinarius,-1.5552,-0.2281,0.1921,0.00,0.1289
Cortinarius,-1.5751,-0.2281,0.1559,0.00,0.1289
Cortinarius,-1.5899,-0.2281,0.1878,0.00,0.1289
Cortinarius,-1.5552,-0.2281,0.1921,0.00,0.1289
Cortinarius,-1.5751,-0.2281,0.1559,0.00,0.1289
Cortinarius,-1.6680,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-1.6333,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-1.6532,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-1.6932,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-1.6585,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-1.6784,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-1.6698,-0.2281,0.0923,0.00,0.1289
Cortinarius,-1.6351,-0.2281,0.0966,0.00,0.1289
Cortinarius,-1.6550,-0.2281,0.0605,0.00,0.1289
Cortinarius,-1.6698,-0.2281,0.0923,0.00,0.1289
Cortinarius,-1.6351,-0.2281,0.0966,0.00,0.1289
Cortinarius,-1.6550,-0.2281,0.0605,0.00,0.1289
Cortinarius,-1.7658,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-1.7310,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-1.7510,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-1.7910,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-1.7562,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-1.7761,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-1.7675,-0.2281,0.0923,0.00,0.1289
Cortinarius,-1.7328,-0.2281,0.0966,0.00,0.1289
Cortinarius,-1.7527,-0.2281,0.0605,0.00,0.1289
Cortinarius,-1.7675,-0.2281,0.0923,0.00,0.1289
Cortinarius,-1.7328,-0.2281,0.0966,0.00,0.1289
Cortinarius,-1.7527,-0.2281,0.0605,0.00,0.1289
Cortinarius,-1.8662,-0.2281,0.1278,0.00,0.1289
Cortinarius,-1.8463,-0.2281,0.1640,0.00,0.1289
Cortinarius,-1.8811,-0.2281,0.1597,0.00,0.1289
Cortinarius,-1.8662,-0.2281,0.1278,0.00,0.1289
Cortinarius,-1.8463,-0.2281,0.1640,0.00,0.1289
Cortinarius,-1.8811,-0.2281,0.1597,0.00,0.1289
Cortinarius,-1.8897,-0.2281,0.0014,0.00,0.1289
Cortinarius,-1.8697,-0.2281,0.0375,0.00,0.1289
Cortinarius,-1.9045,-0.2281,0.0332,0.00,0.1289
Cortinarius,-1.8645,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-1.8445,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-1.8793,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-1.8799,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-1.8452,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-1.8651,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-1.2701,-0.2281,0.1278,0.00,0.1289
Cortinarius,-1.2502,-0.2281,0.1640,0.00,0.1289
Cortinarius,-1.2849,-0.2281,0.1597,0.00,0.1289
Cortinarius,-1.2701,-0.2281,0.1278,0.00,0.1289
Cortinarius,-1.2502,-0.2281,0.1640,0.00,0.1289
Cortinarius,-1.2849,-0.2281,0.1597,0.00,0.1289
Cortinarius,-1.2935,-0.2281,0.0014,0.00,0.1289
Cortinarius,-1.2736,-0.2281,0.0375,0.00,0.1289
Cortinarius,-1.3083,-0.2281,0.0332,0.00,0.1289
Cortinarius,-1.2683,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-1.2484,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-1.2832,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-1.2838,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-1.2490,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-1.2690,-0.2281,-0.2579,0.00,0.1289
Cortinarius,-0.1251,-0.2281,0.1294,0.00,0.1289
Cortinarius,-0.1399,-0.2281,0.1612,0.00,0.1289
Cortinarius,-0.1051,-0.2281,0.1655,0.00,0.1289
Cortinarius,-0.2903,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-0.2555,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-0.2754,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-0.2903,-0.2281,-0.2495,0.00,0.1289
Cortinarius,-0.2555,-0.2281,-0.2452,0.00,0.1289
Cortinarius,-0.2754,-0.2281,-0.2814,0.00,0.1289
Cortinarius,-0.0040,-0.2281,-0.1913,0.00,0.1289
Cortinarius,0.0308,-0.2281,-0.1870,0.00,0.1289
Cortinarius,0.0108,-0.2281,-0.2232,0.00,0.1289
Cortinarius,-0.0954,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-0.0606,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-0.0805,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-0.1205,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-0.0858,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-0.1057,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-0.0971,-0.2281,0.0734,0.00,0.1289
Cortinarius,-0.0624,-0.2281,0.0776,0.00,0.1289
Cortinarius,-0.0823,-0.2281,0.0415,0.00,0.1289
Cortinarius,-0.0971,-0.2281,0.0734,0.00,0.1289
Cortinarius,-0.0624,-0.2281,0.0776,0.00,0.1289
Cortinarius,-0.0823,-0.2281,0.0415,0.00,0.1289
Cortinarius,-0.0954,-0.2281,-0.1909,0.00,0.1289
Cortinarius,-0.0606,-0.2281,-0.1866,0.00,0.1289
Cortinarius,-0.0805,-0.2281,-0.2227,0.00,0.1289
Cortinarius,-0.1205,-0.2281,-0.0531,0.00,0.1289
Cortinarius,-0.0858,-0.2281,-0.0489,0.00,0.1289
Cortinarius,-0.1057,-0.2281,-0.0850,0.00,0.1289
Cortinarius,-0.0971,-0.2281,0.0734,0.00,0.1289
Cortinarius,-0.0624,-0.2281,0.0776,0.00,0.1289
Cortinarius,-0.0823,-0.2281,0.0415,0.00,0.1289
Cortinarius,-0.0971,-0.2281,0.0734,0.00,0.1289
Cortinarius,-0.0624,-0.2281,0.0776,0.00,0.1289
Cortinarius,-0.0823,-0.2281,0.0415,0.00,0.1289
Cortinarius,-0.0263,-0.2281,-0.2575,0.00,0.1289
Cortinarius,0.0085,-0.2281,-0.2533,0.00,0.1289
Cortinarius,-0.0115,-0.2281,-0.2894,0.00,0.1289
Cortinarius,-0.0515,-0.2281,-0.1198,0.00,0.1289
Cortinarius,-0.0167,-0.2281,-0.1155,0.00,0.1289
Cortinarius,-0.0367,-0.2281,-0.1517,0.00,0.1289
Cortinarius,-0.0281,-0.2281,0.0067,0.00,0.1289
Cortinarius,0.0067,-0.2281,0.0110,0.00,0.1289
Cortinarius,-0.0132,-0.2281,-0.0252,0.00,0.1289
Cortinarius,-0.0281,-0.2281,0.0067,0.00,0.1289
Cortinarius,0.0067,-0.2281,0.0110,0.00,0.1289
Cortinarius,-0.0132,-0.2281,-0.0252,0.00,0.1289
Cortinarius,0.0831,-0.2281,-0.0764,0.00,0.1289
Cortinarius,0.1179,-0.2281,-0.0722,0.00,0.1289
Cortinarius,0.0980,-0.2281,-0.1083,0.00,0.1289
Cortinarius,0.0580,-0.2281,0.0613,0.00,0.1289
Cortinarius,0.0927,-0.2281,0.0656,0.00,0.1289
Cortinarius,0.0728,-0.2281,0.0294,0.00,0.1289
Cortinarius,0.0814,-0.2281,0.1878,0.00,0.1289
Cortinarius,0.1161,-0.2281,0.1921,0.00,0.1289
Cortinarius,0.0962,-0.2281,0.1559,0.00,0.1289
Cortinarius,0.0814,-0.2281,0.1878,0.00,0.1289
Cortinarius,0.1161,-0.2281,0.1921,0.00,0.1289
Cortinarius,0.0962,-0.2281,0.1559,0.00,0.1289
Cortinarius,-0.2057,-0.2281,-0.0764,0.00,0.1289
Cortinarius,-0.1709,-0.2281,-0.0722,0.00,0.1289
Cortinarius,-0.1908,-0.2281,-0.1083,0.00,0.1289
Cortinarius,-0.2308,-0.2281,0.0613,0.00,0.1289
Cortinarius,-0.1961,-0.2281,0.0656,0.00,0.1289
Cortinarius,-0.2160,-0.2281,0.0294,0.00,0.1289
Cortinarius,-0.2074,-0.2281,0.1878,0.00,0.1289
Cortinarius,-0.1727,-0.2281,0.1921,0.00,0.1289
Cortinarius,-0.1926,-0.2281,0.1559,0.00,0.1289
Cortinarius,-0.2074,-0.2281,0.1878,0.00,0.1289
Cortinarius,-0.1727,-0.2281,0.1921,0.00,0.1289
Cortinarius,-0.1926,-0.2281,0.1559,0.00,0.1289
Cortinarius,-0.2856,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-0.2508,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-0.2707,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-0.3107,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-0.2760,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-0.2959,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-0.2873,-0.2281,0.0923,0.00,0.1289
Cortinarius,-0.2526,-0.2281,0.0966,0.00,0.1289
Cortinarius,-0.2725,-0.2281,0.0605,0.00,0.1289
Cortinarius,-0.2873,-0.2281,0.0923,0.00,0.1289
Cortinarius,-0.2526,-0.2281,0.0966,0.00,0.1289
Cortinarius,-0.2725,-0.2281,0.0605,0.00,0.1289
Cortinarius,-0.3833,-0.2281,-0.1719,0.00,0.1289
Cortinarius,-0.3485,-0.2281,-0.1676,0.00,0.1289
Cortinarius,-0.3685,-0.2281,-0.2037,0.00,0.1289
Cortinarius,-0.4085,-0.2281,-0.0342,0.00,0.1289
Cortinarius,-0.3737,-0.2281,-0.0299,0.00,0.1289
Cortinarius,-0.3936,-0.2281,-0.0660,0.00,0.1289
Cortinarius,-0.3851,-0.2281,0.0923,0.00,0.1289
Cortinarius,-0.3503,-0.2281,0.0966,0.00,0.1289
Cortinarius,-0.3702,-0.2281,0.0605,0.00,0.1289
Cortinarius,-0.3851,-0.2281,0.0923,0.00,0.1289
Cortinarius,-0.3503,-0.2281,0.0966,0.00,0.1289
Cortinarius,-0.3702,-0.2281,0.0605,0.00,0.1289
Cortinarius,-0.4838,-0.2281,0.1278,0.00,0.1289
Cortinarius,-0.4638,-0.2281,0.1640,0.00,0.1289
Cortinarius,-0.4986,-0.2281,0.1597,0.00,0.1289
Cortinarius,-0.4838,-0.2281,0.1278,0.00,0.1289
Cortinarius,-0.4638,-0.2281,0.1640,0.00,0.1289
Cortinarius,-0.4986,-0.2281,0.1597,0.00,0.1289
Cortinarius,-0.5072,-0.2281,0.0014,0.00,0.1289
Cortinarius,-0.4872,-0.2281,0.0375,0.00,0.1289
Cortinarius,-0.5220,-0.2281,0.0332,0.00,0.1289
Cortinarius,-0.4820,-0.2281,-0.1364,0.00,0.1289
Cortinarius,-0.4621,-0.2281,-0.1002,0.00,0.1289
Cortinarius,-0.4968,-0.2281,-0.1045,0.00,0.1289
Cortinarius,-0.4975,-0.2281,-0.2260,0.00,0.1289
Cortinarius,-0.4627,-0.2281,-0.2218,0.00,0.1289
Cortinarius,-0.4826,-0.2281,-0.2579,0.00,0.1289
Cortinarius,0.1124,-0.2281,0.1278,0.00,0.1289
Cortinarius,0.1323,-0.2281,0.1640,0.00,0.1289
Cortinarius,0.0976,-0.2281,0.1597,0.00,0.1289
Cortinarius,0.1124,-0.2281,0.1278,0.00,0.1289
Cortinarius,0.1323,-0.2281,0.1640,0.00,0.1289
Cortinarius,0.0976,-0.2281,0.1597,0.00,0.1289
Cortinarius,0.0890,-0.2281,0.0014,0.00,0.1289
Cortinarius,0.1089,-0.2281,0.0375,0.00,0.1289
Cortinarius,0.0742,-0.2281,0.0332,0.00,0.1289
Cortinarius,0.1142,-0.2281,-0.1364,0.00,0.1289
Cortinarius,0.1341,-0.2281,-0.1002,0.00,0.1289
Cortinarius,0.0993,-0.2281,-0.1045,0.00,0.1289
Cortinarius,0.0987,-0.2281,-0.2260,0.00,0.1289
Cortinarius,0.1335,-0.2281,-0.2218,0.00,0.1289
Cortinarius,0.1135,-0.2281,-0.2579,0.00,0.1289
FloweringPea,-5.7035,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.7035,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.7035,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.7035,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.7035,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.6327,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.6327,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.6327,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.6327,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.6327,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.5641,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.5641,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.5641,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.5641,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.5641,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.4973,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.4973,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.4973,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.4973,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.4973,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.4238,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.4238,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.4238,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.4238,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.4238,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.3581,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.3581,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.3581,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.3581,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.3581,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.3009,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.3009,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.3009,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.3009,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.3009,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.2301,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.2301,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.2301,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.2301,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.2301,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.1615,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.1615,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.1615,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.1615,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.1615,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.0947,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.0947,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.0947,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.0947,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.0947,-1.6996,13.2082,0.00,0.0930
FloweringPea,-5.0212,-1.6996,12.7644,0.00,0.0930
FloweringPea,-5.0212,-1.6996,12.8782,0.00,0.0930
FloweringPea,-5.0212,-1.6996,12.9902,0.00,0.0930
FloweringPea,-5.0212,-1.6996,13.1010,0.00,0.0930
FloweringPea,-5.0212,-1.6996,13.2082,0.00,0.0930
FloweringPea,-4.9555,-1.6996,12.7644,0.00,0.0930
FloweringPea,-4.9555,-1.6996,12.8782,0.00,0.0930
FloweringPea,-4.9555,-1.6996,12.9902,0.00,0.0930
FloweringPea,-4.9555,-1.6996,13.1010,0.00,0.0930
FloweringPea,-4.9555,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.4473,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.4473,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.4473,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.4473,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.4473,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.3765,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.3765,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.3765,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.3765,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.3765,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.3079,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.3079,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.3079,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.3079,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.3079,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.2411,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.2411,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.2411,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.1676,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.1676,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.1676,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.1019,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.1019,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.1019,-1.6996,13.2082,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.7644,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.8782,0.00,0.0930
FloweringPea,-8.0447,-1.6996,12.9902,0.00,0.0930
FloweringPea,-8.0447,-1.6996,13.1010,0.00,0.0930
FloweringPea,-8.0447,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.9739,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.9739,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.9739,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.9053,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.9053,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.9053,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.8385,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.8385,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.8385,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.7650,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.7650,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.7650,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.6993,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.6993,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.6993,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.0943,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.0943,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.0943,-1.6996,13.2082,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.7644,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.8782,0.00,0.0930
FloweringPea,-7.0235,-1.6996,12.9902,0.00,0.0930
FloweringPea,-7.0235,-1.6996,13.1010,0.00,0.0930
FloweringPea,-7.0235,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.9549,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.9549,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.9549,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.8881,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.8881,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.8881,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.8145,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.8145,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.8145,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.7489,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.7489,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.7489,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.6917,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.6917,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.6917,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.6209,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.6209,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.6209,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.5523,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.5523,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.5523,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.4855,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.4855,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.4855,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.4119,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.4119,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.4119,-1.6996,13.2082,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.7644,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.8782,0.00,0.0930
FloweringPea,-6.3462,-1.6996,12.9902,0.00,0.0930
FloweringPea,-6.3462,-1.6996,13.1010,0.00,0.0930
FloweringPea,-6.3462,-1.6996,13.2082,0.00,0.0930
